"yt";"issued";"title";"value";"color";"type"
1399;1963;"Fur traders stained glass of Chartres Cathedral";"0.95 ₣ - French franc";"Multicolor";"timbre"
1400;1963;"David dAngers (1788-1856) - Child clutching grapes";"0.20+0.10 ₣ - French franc";"Black | Red";"timbre"
1401;1963;"Edouard Manet (1832-1883) The fife";"0.25+0.10 ₣ - French franc";"Blue green | Red";"timbre"
1402;1963;"Paris: Maison de la Radio and Television";"0.20 ₣ - French franc";"Multicolor";"timbre"
1403;1963;"International Philatelic Exhibition in Paris. Philatec 1964";"0.25 ₣ - French franc";"Multicolor";"timbre"
1404;1964;"Civil Protection";"0.30 ₣ - French franc";"Multicolor";"timbre"
1405;1964;"Vocational rehabilitation of paralyzed";"0.30 ₣ - French franc";"Multicolor";"timbre"
1406;1964;"E-horse of the eighteenth century";"0.20+0.05 ₣ - French franc";"Black green";"timbre"
1407;1964;"Twentieth anniversary of the Liberation. deportation";"0.20+0.05 ₣ - French franc";"Green black";"timbre"
1408;1964;"Twentieth anniversary of the Liberation. Displays of the App";"0.25+0.05 ₣ - French franc";"Multicolor";"timbre"
1409;1964;"Anniversary of the Liberation. Allied landings in Normandy a";"0.30+0.05 ₣ - French franc";"Multicolor";"timbre"
1410;1964;"20th Anniversary of the Liberation. Liberation of Paris and";"0.30+0.05 ₣ - French franc";"Multicolor";"timbre"
1411;1964;"20th Anniversary of the Liberation. resistance";"0.50+0.05 ₣ - French franc";"Black green";"timbre"
1412;1964;"President Rene Coty (1882-1962)";"0.30+0.10 ₣ - French franc";"Black | Lilac";"timbre"
1413;1964;"Portrait of John the Good (1359). Attributed to Girard of Or";"1 ₣ - French franc";"Multicolor";"timbre"
1414;1964;"Philatec Paris 1964: Tribute to Blanc type";"0.25 ₣ - French franc";"Ochre brown | Prussian blue";"timbre"
1415;1964;"Philatec Paris 1964: Tribute to the type Mouchon";"0.25 ₣ - French franc";"Blue";"timbre"
1416;1964;"Philatec Paris 1964: La Poste";"0.30 ₣ - French franc";"Lilac red | Ochre brown";"timbre"
1417;1964;"Philatec Paris 1964: The Telecommunications";"0.30 ₣ - French franc";"Multicolor";"timbre"
"1417A";1964;"Band-book Philatec Paris 64";"1.10 ₣ - French franc";"Multicolor";"timbre"
1418;1964;"25th Anniversary of Night Airmail Service";"0.25 ₣ - French franc";"Multicolor";"timbre"
1419;1964;"Eighth centenary of Notre-Dame of Paris";"0.60 ₣ - French franc";"Multicolor";"timbre"
1420;1964;"John Calvin (1509-1564)";"0.30+0.10 ₣ - French franc";"Multicolor";"timbre"
1421;1964;"Pope Sylvester II Gerbert - 938-1003";"0.30+0.10 ₣ - French franc";"Blue grey | Purple";"timbre"
1422;1964;"International Philatelic Exhibition in Paris: PHILATEC";"1 ₣ - French franc";"Multicolor";"timbre"
"1422b";1964;"International Philatelic Exhibition in Paris: PHILATEC";"1 ₣ - French franc";"Multicolor";"timbre"
1423;1964;"Georges Mandel (1885-1944)";"0.30 ₣ - French franc";"Dark lilac";"timbre"
1424;1964;"Geoffrey V The Fair. 12th century enamel effigy";"1 ₣ - French franc";"Multicolor";"timbre"
1425;1964;"Fragments of the tapestry The Lady and the Unicorn";"1 ₣ - French franc";"Multicolor";"timbre"
1426;1965;"Toulouse Lautrec: The English Girl From The Star At Le Havre";"1 ₣ - French franc";"Multicolor";"timbre"
1427;1965;"Window in the cathedral of Sens";"1 ₣ - French franc";"Multicolor";"timbre"
1428;1964;"Olympic Games - Tokyo";"0.50 ₣ - French franc";"Violet purple | Violet ultramarine";"timbre"
1429;1964;"Victory of the Marne. 50th anniversary";"0.30 ₣ - French franc";"Multicolor";"timbre"
1430;1964;"Europa C.E.P.T.- Flower";"0.25 ₣ - French franc";"Multicolor";"timbre"
1431;1964;"Europa C.E.P.T.- Flower";"0.50 ₣ - French franc";"Multicolor";"timbre"
1432;1964;"Cooperation with Africa and Madagascar";"0.25 ₣ - French franc";"Multicolor";"timbre"
1433;1964;"Jean Nicolas Corvisart (1755-1821)";"0.20+0.10 ₣ - French franc";"Black | Red";"timbre"
1434;1964;"Dominique Larrey (1766-1842)";"0.25+0.10 ₣ - French franc";"Black | Red";"timbre"
1435;1965;"Notre-Dame Chapel, Haut-Ronchamp (Haute-Saone)";"0.40 ₣ - French franc";"Green | Ochre | Violet brown";"timbre"
"1435a";1965;"Notre-Dame Chapel, Haut-Ronchamp (Haute-Saone)";"0.40 ₣ - French franc";"Dark green olive | Violet brown | Yellow bistre";"timbre"
1436;1965;"Moustiers Ste. Marie (Basses-Alpes)";"0.50 ₣ - French franc";"Multicolor";"timbre"
1437;1965;"Yachting, Aix-les-Bains";"0.60 ₣ - French franc";"Blue | Carmine brown";"timbre"
1438;1965;"Tarn Gorges, Lozere";"0.75 ₣ - French franc";"Multicolor";"timbre"
1439;1965;"Vendée Landscape";"0.95 ₣ - French franc";"Multicolor";"timbre"
1440;1965;"Monoliths, Carnac";"1 ₣ - French franc";"Multicolor";"timbre"
1441;1965;"Joux Chateau (Doubs)";"1.30 ₣ - French franc";"Multicolor";"timbre"
1442;1965;"La Rochefoucauld (1613-1680). Tercentenary of the Maxims";"0.30+0.10 French centime";"Brown red | Violet ultramarine";"timbre"
1443;1965;"Nicolas Poussin (1594-1665)";"0.30+0.10 ₣ - French franc";"Brown | Lilac red";"timbre"
1444;1965;"Paul Dukas (1865-1935)";"0.40+0.10 ₣ - French franc";"Multicolor";"timbre"
1445;1965;"Charles dOrleans (1391-1465)";"0.40+0.10 ₣ - French franc";"Multicolor";"timbre"
1446;1965;"The Post-liner Guienne 1860";"0.25+0.10 ₣ - French franc";"Multicolor";"timbre"
1447;1965;"Return of Deportees";"0.40 ₣ - French franc";"Black green";"timbre"
1448;1965;"House Youth and Culture";"0.25 ₣ - French franc";"Multicolor";"timbre"
1449;1965;"Welcome and Friendship Campaign";"0.60 ₣ - French franc";"Multicolor";"timbre"
1450;1965;"20th Anniversary of the Victory";"0.40 ₣ - French franc";"Multicolor";"timbre"
1451;1965;"Pleumeur Bodou.Centenaire of the UIT 1865-1965";"0.60 ₣ - French franc";"Multicolor";"timbre"
1452;1965;"Fiftieth Anniversary of the War Cross";"0.40 ₣ - French franc";"Multicolor";"timbre"
1453;1965;"National Congress of Philatelic Societies, Bourges";"0.40 ₣ - French franc";"Blue | Carmine brown";"timbre"
1454;1965;"Opening of Mont Blanc Road Tunnel";"0.30 ₣ - French franc";"Multicolor";"timbre"
1455;1965;"C.E.P.T.- Fruit";"0.30 ₣ - French franc";"Orange red";"timbre"
1456;1965;"C.E.P.T.- Fruit";"0.60 ₣ - French franc";"Dark blue grey";"timbre"
1457;1965;"The Very Rich Hours of the Duke of Berry";"1 ₣ - French franc";"Multicolor";"timbre"
1458;1965;"Tapestry of the Apocalypse. Angers";"1 ₣ - French franc";"Multicolor";"timbre"
1459;1965;"Raoul Dufy The Red Violin";"1 ₣ - French franc";"Multicolor";"timbre"
1460;1965;"The 1,000,000th Hectare Reforested";"0.25 ₣ - French franc";"Multicolor";"timbre"
1461;1965;"Tercentenary of the settlement of the island of Bourbon, Reu";"0.30 ₣ - French franc";"Blue | Lilac purple";"timbre"
1462;1965;"20th Anniversary of the Atomic Energy Commission";"0.60 ₣ - French franc";"Black blue | Blue";"timbre"
1463;1965;"Salon de Provence, 30th Anniversary of the School of the Air";"0.25 ₣ - French franc";"Blue | Green";"timbre"
1464;1965;"Into orbit of the first French satellite. Diamant rocket";"0.30 ₣ - French franc";"Multicolor";"timbre"
1465;1965;"Into orbit of the first French satellite. A1 satellite";"0.60 ₣ - French franc";"Multicolor";"timbre"
"1465A";1965;"First National Satellite Launch";"0.90 ₣ - French franc";"Multicolor";"timbre"
1466;1965;"Auguste Renoir (1841-1919). Baby on the spoon";"0.25+0.10 ₣ - French franc";"Blue | Red lilac";"timbre"
1467;1965;"Auguste Renoir (1841-1919). Coco writing";"0.30+0.10 ₣ - French franc";"Red Brown | Red lilac";"timbre"
1468;1966;"Auch";"0.05 ₣ - French franc";"Blue | Red";"timbre"
1469;1966;"Mont-de-Marsan";"0.25 ₣ - French franc";"Blue | Red Brown";"timbre"
1470;1966;"St Pierre Fourier (1565-1640) St Peters Basilica, Mirecourt";"0.30+0.10 ₣ - French franc";"Blue green | Brown black";"timbre"
1471;1966;"François Mansart (1598-1666) Hôtel de Carnevalet, Paris";"0.30+0.10 ₣ - French franc";"Green | Lilac";"timbre"
1472;1966;"Marcel Proust (1871-1922) bridge Saint-Hilaire on the Loir i";"0.30+0.10 ₣ - French franc";"Multicolor";"timbre"
1473;1966;"Gabriel Fauré (1845-1924) Odysseus and Penelope by Primati";"0.30+0.10 ₣ - French franc";"Blue | Yellow brown";"timbre"
1474;1966;"Elie Metchnikoff (1845-1916)  Pasteur Institute in Paris";"0.30+0.10 ₣ - French franc";"Grey brown | Violet black";"timbre"
1475;1966;"Hippolyte Taine (1828-1893)  his birthplace in Vouziers (Ard";"0.30+0.10 ₣ - French franc";"Blue green | Grey brown";"timbre"
1476;1966;"Launching of Satellite D1";"0.60 ₣ - French franc";"Multicolor";"timbre"
1477;1966;"Engraving Intaglio";"0.25+0.10 ₣ - French franc";"Multicolor";"timbre"
1478;1966;"Cratère de Vix. Bronze Vase (detail)";"1 ₣ - French franc";"Multicolor";"timbre"
1479;1966;"Georges de La Tour The new born";"1 ₣ - French franc";"Multicolor";"timbre"
1480;1966;"Le Havre. International Chess Festival";"0.60 ₣ - French franc";"Multicolor";"timbre"
1481;1966;"Bridge of Pont-Saint-Esprit (1265)";"0.25 ₣ - French franc";"Black | Greenish blue";"timbre"
1482;1966;"Millennium Mont Saint Michel";"0.25 ₣ - French franc";"Multicolor";"timbre"
1483;1966;"Bicentenary of the Union of Lorraine and Barrois with France";"0.25 ₣ - French franc";"Multicolor";"timbre"
1484;1966;"50th Anniversary of the Victory of Verdun";"0.30+0.05 ₣ - French franc";"Multicolor";"timbre"
1485;1966;"Niort. 39th Congress of the French Federation of Philatelic";"0.40 ₣ - French franc";"Blue";"timbre"
1486;1966;"Ninth Centenary of the Battle of Hastings (castle of Falaise";"0.60 ₣ - French franc";"Blue | Red Brown";"timbre"
1487;1966;"Tercentenary of the Academy of Sciences. Fontenelle (1657-17";"0.60 ₣ - French franc";"Carmine | Lilac";"timbre"
1488;1966;"19th International Congress of Railways in Paris";"0.60 ₣ - French franc";"Multicolor";"timbre"
1489;1966;"Oléron Bridge";"0.25 ₣ - French franc";"Multicolor";"timbre"
1490;1966;"C.E.P.T.- Ship";"0.30 ₣ - French franc";"Dark green blue";"timbre"
1491;1966;"C.E.P.T.- Ship";"0.60 ₣ - French franc";"Red";"timbre"
1492;1966;"Stained Glass of St. Chapelle. The Baptism of Judas";"1 ₣ - French franc";"Multicolor";"timbre"
1493;1966;"Tapestry Lurçat The moon and the bull";"1 ₣ - French franc";"Multicolor";"timbre"
1494;1966;"Honoré Daumier «Crispin and Scapin»";"1 ₣ - French franc";"Multicolor";"timbre"
1495;1966;"History of France: Vercingetorix (82-46 BC)";"0.40 ₣ - French franc";"Multicolor";"timbre"
1496;1966;"History of France: Clovis (455-511)";"0.40 ₣ - French franc";"Black | Carmine brown";"timbre"
1497;1966;"History of France: Charlemagne (742-814)";"0.60 ₣ - French franc";"Multicolor";"timbre"
1498;1966;"Centenary of Pneumatic Postal Network";"1.60 ₣ - French franc";"Multicolor";"timbre"
1499;1967;"Town Hall, St. Quentin (Aisne)";"0.50 ₣ - French franc";"Multicolor";"timbre"
1500;1967;"Clock-tower and Gateway, Vire (Calvados)";"0.60 ₣ - French franc";"Multicolor";"timbre"
1501;1967;"St. Germain-en-Laye Chateau";"0.70 ₣ - French franc";"Multicolor";"timbre"
1502;1967;"La Baule";"0.75 ₣ - French franc";"Multicolor";"timbre"
1503;1967;"Boulogne-sur-Mer";"0.95 ₣ - French franc";"Multicolor";"timbre"
1504;1967;"Rodez Cathedral";"1 ₣ - French franc";"Dark grey blue";"timbre"
1505;1967;"Morlaix Views and Carved Buttress";"1.50 ₣ - French franc";"Multicolor";"timbre"
1506;1966;"Chateau de Val and Lake of Bort-les-Orgues";"2.30 ₣ - French franc";"Multicolor";"timbre"
1507;1966;"The Rance tidal power plant";"0.60 ₣ - French franc";"Multicolor";"timbre"
1508;1966;"Ambulance of 1859";"0.25+0.10 ₣ - French franc";"Blue green | Red";"timbre"
1509;1966;"Nurse";"0.30+0.10 ₣ - French franc";"Blue | Red";"timbre"
1510;1966;"Saint-Lô";"0.20 ₣ - French franc";"Multicolor";"timbre"
"1510c";1972;"Saint-Lô";"0.20 ₣ - French franc";"Multicolor";"timbre"
1511;1967;"Emile Zola (1840-1902)";"0.30+0.10 ₣ - French franc";"Green blue | Grey blue";"timbre"
1512;1967;"Beaumarchais (1732-1799)";"0.30+0.10 ₣ - French franc";"Brown carmine | Violet";"timbre"
1513;1967;"St. François de Sales (1567-1622)";"0.30+0.10 ₣ - French franc";"Blue violet | Brown violet";"timbre"
1514;1967;"Albert Camus (1913-1960)";"0.30+0.10 ₣ - French franc";"Carmine brown | Light brown";"timbre"
1515;1967;"3rd International Congress of the European Broadcasting Unio";"0.40 ₣ - French franc";"Blue | Red";"timbre"
1516;1967;"Postman of the Second Empire";"0.25+0.10 ₣ - French franc";"Multicolor";"timbre"
1517;1967;"Henri Rousseau (1844-1910) Father Juniets cart";"1 ₣ - French franc";"Multicolor";"timbre"
1518;1967;"Portrait of Francis 1 (1494-1547) by Clouet (1475-1541)";"1 ₣ - French franc";"Multicolor";"timbre"
1519;1967;"Expo 67 - International Exhibition of Montreal";"0.60 ₣ - French franc";"Green";"timbre"
1520;1967;"Prelude to the Winter Olympics in Grenoble";"0.60 ₣ - French franc";"Multicolor";"timbre"
1521;1967;"C.E.P.T. - Serrated wheels";"0.30 ₣ - French franc";"Blue | Blue grey";"timbre"
1522;1967;"C.E.P.T.- serrated wheels";"0.60 ₣ - French franc";"Blue | Grey brown";"timbre"
1523;1967;"Nungesser and Coli. The White Bird - May 8, 1927";"0.40 ₣ - French franc";"Multicolor";"timbre"
1524;1967;"Inauguration of Great Bridge, Bordeaux";"0.25 ₣ - French franc";"Brown | Brown olive";"timbre"
1525;1967;"National Congress of Philatelic Societies, Tours";"0.40 ₣ - French franc";"Multicolor";"timbre"
1526;1967;"Robert Esnault-Pelterie (1881-1957) pioneer of the theory of";"0.60 ₣ - French franc";"Grey blue | Violet blue";"timbre"
1527;1967;"Gaston Ramon (1886-1953). Veterinary School of Maisons-Alfor";"0.25 ₣ - French franc";"Multicolor";"timbre"
1528;1967;"Orleans Flower Show";"0.40 ₣ - French franc";"Multicolor";"timbre"
1529;1967;"9th International Congress of Accounting";"0.60 ₣ - French franc";"Multicolor";"timbre"
1530;1967;"Dominique Ingres (1780-1867) The Bather";"1 ₣ - French franc";"Multicolor";"timbre"
1531;1967;"Stained glass window of St. Madeleine Church at Troyes";"1 ₣ - French franc";"Multicolor";"timbre"
1532;1967;"25th anniversary of the victory of Bir Hakeim 1942";"0.25 ₣ - French franc";"Multicolor";"timbre"
1533;1967;"Marie Sklodowska-Curie (1867-1934)";"0.60 ₣ - French franc";"Bright ultramarine | Violet ultramarine";"timbre"
1534;1967;"50th Anniversary of Lions International";"0.40 ₣ - French franc";"Blue violet | Red";"timbre"
1535;1967;"Marianne of Cheffer";"0.25 ₣ - French franc";"Indigo";"timbre"
1536;1967;"Marianne of Cheffer";"0.30 ₣ - French franc";"Lilac";"timbre"
"1536A";1969;"Marianne of Cheffer";"0.30 ₣ - French franc";"Dark blue green";"timbre"
"1536B";1969;"Marianne of Cheffer";"0.40 ₣ - French franc";"Red lilac";"timbre"
"1536b";1968;"Marianne of Cheffer";"0.30 ₣ - French franc";"Lilac";"timbre"
"1536Ba";1970;"Marianne of Cheffer";"0.40 ₣ - French franc";"Red lilac";"timbre"
1537;1967;"Hugh Capet (938-996) elected King of France";"0.40 ₣ - French franc";"Grey blue | Ultramarine";"timbre"
1538;1967;"Philippe Auguste (1165-1222) - Bouvines 1214";"0.40 ₣ - French franc";"Black | Blue grey";"timbre"
1539;1967;"Saint Louis (1214-1270)";"0.60 ₣ - French franc";"Green | Red Brown";"timbre"
1540;1967;"Ivory of Dieppe museum. Pied Piper";"0.25+0.10 ₣ - French franc";"Multicolor";"timbre"
1541;1967;"Ivory of Dieppe museum. fiddler";"0.30+0.10 ₣ - French franc";"Green | Multicolor";"timbre"
1542;1968;"50th Anniversary of Service Postal Cheque";"0.40 ₣ - French franc";"Green | Olive brown";"timbre"
1543;1968;"Cross-country Skiing and Ski Jumping";"0.30+0.10 ₣ - French franc";"Multicolor";"timbre"
1544;1968;"Ice Hockey";"0.40+0.10 ₣ - French franc";"Brown olive | Violet";"timbre"
1545;1968;"Olympic Flame";"0.60+0.20 ₣ - French franc";"Multicolor";"timbre"
1546;1968;"Figure Skating";"0.75+0.25 ₣ - French franc";"Multicolor";"timbre"
1547;1968;"Slalom";"0.95+0.35 ₣ - French franc";"Multicolor";"timbre"
1548;1968;"Road safety";"0.25 ₣ - French franc";"Multicolor";"timbre"
1549;1968;"Rural postman in 1830";"0.25+0.10 ₣ - French franc";"Multicolor";"timbre"
1550;1968;"François Couperin (1668 -1733)";"0.30+0.10 ₣ - French franc";"Blue violet | Violet";"timbre"
1551;1968;"Général Desaix (1768 -1800)";"0.30+0.10 ₣ - French franc";"Carmine brown | Green";"timbre"
1552;1968;"Saint-Pol-Roux (1861-1940)";"0.30+0.10 ₣ - French franc";"Grey brown | Red";"timbre"
1553;1968;"Paul Claudel (1868-1955)";"0.30+0.10 ₣ - French franc";"Grey violet | Siena";"timbre"
1554;1968;"World Conference of Cooperation. Education audio-visual lan";"0.40 ₣ - French franc";"Multicolor";"timbre"
1555;1968;"Prehistoric cave of Lascaux";"1 ₣ - French franc";"Multicolor";"timbre"
1556;1968;"C.E.P.T.- Keys";"0.30 ₣ - French franc";"Lilac purple | Orange brown";"timbre"
1557;1968;"C.E.P.T.- Keys";"0.60 ₣ - French franc";"Brown | Purple";"timbre"
1558;1968;"Alain René Le Sage (1668-1747)";"0.40 ₣ - French franc";"Cobalt | Violet";"timbre"
1559;1968;"Langeais Castle";"0.60 ₣ - French franc";"Multicolor";"timbre"
1560;1968;"Pierre Larousse (1817-1875)";"0.40 ₣ - French franc";"Lilac | Violet";"timbre"
1561;1968;"Twinning of the Rambouillet forest and the Black Forest";"0.25 ₣ - French franc";"Multicolor";"timbre"
1562;1968;"650th Anniversary of the Enclave Valréas (Vaucluse)";"0.60 ₣ - French franc";"Multicolor";"timbre"
1563;1968;"Treaty of Aachen 1668. Annexation of Flanders to France";"0.40 ₣ - French franc";"Multicolor";"timbre"
1564;1968;"Rochefort - Bridge Martrou";"0.25 ₣ - French franc";"Multicolor";"timbre"
1565;1968;"First Regular Air Mail Service Paris - Le Mans - St. Nazaire";"0.25 ₣ - French franc";"Multicolor";"timbre"
1566;1968;"Huguenot prisoners of Aigues Mortes. Bicentenary of Release";"0.25 ₣ - French franc";"Multicolor";"timbre"
1567;1968;"Béziers Cathedral, Bridge over the Orb";"0.40 ₣ - French franc";"Multicolor";"timbre"
1568;1968;"Paul Gauguin (1848-1903) «Arearea»";"1 ₣ - French franc";"Multicolor";"timbre"
1569;1968;"Antoine Bourdelle (1861-1929) The Dance";"1 ₣ - French franc";"Dark brown olive | Lilac red";"timbre"
1570;1968;"Auguste Renoir (1841-1919) model";"1 ₣ - French franc";"Multicolor";"timbre"
1571;1968;"Eastern Front: 50th Anniversary of the Armistice, Saloni";"0.40 ₣ - French franc";"Blue violet | Violet";"timbre"
1572;1968;"Second centennial of the annexation of Corsica to France";"0.25 ₣ - French franc";"Multicolor";"timbre"
1573;1968;"Mexico Olympics games in 1968. 4x100m";"0.40 ₣ - French franc";"Multicolor";"timbre"
1574;1968;"French polar expeditions. twenty years of activity";"0.40 ₣ - French franc";"Multicolor";"timbre"
1575;1968;"Leon Bailby : 50th ann. of the bal des petits lits blancs";"0.40 ₣ - French franc";"Brown orange | Lilac red";"timbre"
1576;1968;"50th Anniversary of the Armistice, November 11, 1918";"0.25 ₣ - French franc";"Cobalt | Red lilac";"timbre"
1577;1968;"Philip the Fair (1268-1314). States General of 1302";"0.40 ₣ - French franc";"Multicolor";"timbre"
1578;1968;"Death of Du Guesclin (1320-1380)";"0.40 ₣ - French franc";"Multicolor";"timbre"
1579;1968;"Jeanne dArc (1412-1431). Leaving Vaucouleurs (1429)";"0.60 ₣ - French franc";"Multicolor";"timbre"
1580;1968;"Nicolas Mignard (1606-1668): Spring";"0.25+0.10 ₣ - French franc";"Multicolor";"timbre"
1581;1968;"Nicolas Mignard (1606-1668): Autumn";"0.30+0.10 ₣ - French franc";"Multicolor";"timbre"
1582;1969;"Brou Church, Bourg-en-Bresse (Ain)";"0.45 ₣ - French franc";"Multicolor";"timbre"
1583;1969;"Vouglans Dam, Jura";"0.80 ₣ - French franc";"Multicolor";"timbre"
